date,country,country_name,area,region,values.Retail & recreation,values.Grocery & pharmacy,values.Parks,values.Transit stations,values.Workplace,values.Residential
2020-03-29,US,United States,Florida,Pinellas County,-51%,-25%,-16%,-44%,-39%,+12%
2020-03-29,US,United States,Florida,Polk County,-40%,-22%,-28%,-29%,-38%,+11%
2020-03-29,US,United States,Florida,Putnam County,-23%,-15%,-20%,n/a,-33%,+9%
2020-03-29,US,United States,Florida,Santa Rosa County,-28%,-13%,+17%,n/a,-32%,+9%
2020-03-29,US,United States,Florida,Sarasota County,-52%,-28%,-59%,-28%,-41%,+11%
2020-03-29,US,United States,Florida,Seminole County,-48%,-21%,-19%,-74%,-42%,+13%
2020-03-29,US,United States,Florida,St. Johns County,-48%,-13%,-53%,-34%,-41%,+11%
2020-03-29,US,United States,Florida,St. Lucie County,-40%,-14%,-22%,-52%,-34%,+11%
2020-03-29,US,United States,Florida,Sumter County,-50%,-21%,-31%,-36%,-45%,+10%
2020-03-29,US,United States,Florida,Suwannee County,-28%,-14%,+0%,-42%,-27%,+11%
2020-03-29,US,United States,Florida,Taylor County,-34%,-7%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Florida,Union County,-44%,-5%,n/a,n/a,-35%,n/a
2020-03-29,US,United States,Florida,Volusia County,-42%,-19%,-10%,-39%,-38%,+10%
2020-03-29,US,United States,Florida,Wakulla County,-25%,-20%,+20%,n/a,-20%,+16%
2020-03-29,US,United States,Florida,Walton County,-46%,-23%,-29%,-21%,-31%,+9%
2020-03-29,US,United States,Florida,Washington County,-33%,+5%,n/a,n/a,-31%,n/a
2020-03-29,BE,Belgium,n/a,Brussels,-89%,-65%,-64%,-82%,-62%,+19%
2020-03-29,BE,Belgium,n/a,Flanders,-82%,-46%,-65%,-74%,-50%,+17%
2020-03-29,BE,Belgium,n/a,Wallonia,-84%,-62%,-72%,-77%,-52%,+16%
2020-03-29,MU,Mauritius,n/a,Flacq District,-92%,-89%,-88%,n/a,-72%,+8%
2020-03-29,MU,Mauritius,n/a,Grand Port District,-94%,-90%,-90%,-94%,-70%,+8%
2020-03-29,MU,Mauritius,n/a,Moka District,-97%,-76%,n/a,-74%,-65%,+8%
2020-03-29,MU,Mauritius,n/a,Pamplemousses District,-81%,-82%,-91%,-81%,-67%,+7%
2020-03-29,MU,Mauritius,n/a,Plaines Wilhems District,-91%,-88%,n/a,-92%,-71%,+37%
2020-03-29,MU,Mauritius,n/a,Port Louis District,-88%,-89%,-85%,-87%,-65%,+6%
2020-03-29,MU,Mauritius,n/a,Rivière Noire District,-92%,-88%,-91%,-82%,-73%,+8%
2020-03-29,MU,Mauritius,n/a,Rivière du Rempart District,-93%,-93%,-100%,n/a,-67%,+8%
2020-03-29,MU,Mauritius,n/a,Rodrigues District,n/a,n/a,-55%,n/a,-62%,n/a
2020-03-29,MU,Mauritius,n/a,Savanne District,-91%,-83%,-28%,n/a,-69%,n/a
2020-03-29,BR,Brazil,n/a,Federal District,-68%,-28%,-63%,-56%,-36%,+20%
2020-03-29,BR,Brazil,n/a,State of Acre,-68%,-20%,-56%,-75%,-22%,+11%
2020-03-29,BR,Brazil,n/a,State of Alagoas,-77%,-43%,-79%,-76%,-35%,+17%
2020-03-29,BR,Brazil,n/a,State of Amapá,-71%,-27%,-51%,-73%,-28%,+11%
2020-03-29,BR,Brazil,n/a,State of Amazonas,-64%,-28%,-62%,-46%,-26%,+13%
2020-03-29,BR,Brazil,n/a,State of Bahia,-73%,-42%,-71%,-73%,-33%,+17%
2020-03-29,BR,Brazil,n/a,State of Ceará,-76%,-34%,-71%,-68%,-33%,+16%
2020-03-29,BR,Brazil,n/a,State of Espírito Santo,-68%,-35%,-69%,-69%,-31%,+16%
2020-03-29,BR,Brazil,n/a,State of Goiás,-67%,-27%,-44%,-50%,-28%,+15%
2020-03-29,BR,Brazil,n/a,State of Maranhão,-63%,-27%,-48%,-66%,-20%,+11%
2020-03-29,BR,Brazil,n/a,State of Mato Grosso,-63%,-30%,-44%,-59%,-22%,+11%
2020-03-29,BR,Brazil,n/a,State of Mato Grosso do Sul,-68%,-33%,-56%,-68%,-26%,+14%
2020-03-29,BR,Brazil,n/a,State of Minas Gerais,-66%,-29%,-46%,-57%,-30%,+15%
2020-03-29,BR,Brazil,n/a,State of Paraná,-75%,-42%,-70%,-64%,-34%,+17%
2020-03-29,BR,Brazil,n/a,State of Paraíba,-76%,-36%,-73%,-64%,-33%,+17%
2020-03-29,BR,Brazil,n/a,State of Pará,-61%,-25%,-53%,-64%,-19%,+12%
2020-03-29,BR,Brazil,n/a,State of Pernambuco,-74%,-35%,-72%,-59%,-35%,+17%
2020-03-29,BR,Brazil,n/a,State of Piauí,-71%,-39%,-49%,-76%,-27%,+18%
2020-03-29,BR,Brazil,n/a,State of Rio Grande do Norte,-74%,-36%,-74%,-66%,-33%,+19%
2020-03-29,BR,Brazil,n/a,State of Rio Grande do Sul,-75%,-39%,-73%,-67%,-36%,+20%
2020-03-29,BR,Brazil,n/a,State of Rio de Janeiro,-72%,-32%,-74%,-61%,-37%,+17%
2020-03-29,BR,Brazil,n/a,State of Rondônia,-63%,-27%,-42%,-71%,-23%,+12%
2020-03-29,BR,Brazil,n/a,State of Roraima,-68%,-25%,-51%,-72%,-24%,+12%
2020-03-29,BR,Brazil,n/a,State of Santa Catarina,-80%,-49%,-84%,-76%,-40%,+20%
2020-03-29,BR,Brazil,n/a,State of Sergipe,-78%,-46%,-77%,-83%,-36%,+18%
2020-03-29,BR,Brazil,n/a,State of São Paulo,-72%,-36%,-71%,-62%,-37%,+17%
2020-03-29,BR,Brazil,n/a,State of Tocantins,-61%,-31%,-35%,-71%,-19%,+11%
2020-03-29,US,United States,Arizona,Apache County,-38%,-13%,-35%,-8%,-27%,+20%
2020-03-29,US,United States,Arizona,Cochise County,-37%,-21%,-14%,-23%,-29%,+8%
2020-03-29,US,United States,Arizona,Coconino County,-55%,-24%,-25%,-34%,-38%,+12%
2020-03-29,US,United States,Arizona,Gila County,-14%,+16%,+95%,n/a,-28%,+11%
2020-03-29,US,United States,Arizona,Graham County,-21%,+14%,-63%,n/a,-19%,+11%
2020-03-29,US,United States,Arizona,Greenlee County,-37%,-10%,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Arizona,La Paz County,-61%,-35%,-54%,-50%,-21%,n/a
2020-03-29,US,United States,Arizona,Maricopa County,-40%,-18%,-6%,-44%,-33%,+10%
2020-03-29,US,United States,Arizona,Mohave County,-36%,-13%,-13%,-23%,-37%,+9%
2020-03-29,US,United States,Arizona,Navajo County,-29%,-9%,+11%,-12%,-28%,+10%
2020-03-29,US,United States,Arizona,Pima County,-43%,-16%,-16%,-43%,-36%,+10%
2020-03-29,US,United States,Arizona,Pinal County,-27%,-23%,+1%,-28%,-31%,+8%
2020-03-29,US,United States,Arizona,Santa Cruz County,-56%,-47%,-29%,-25%,-33%,+18%
2020-03-29,US,United States,Arizona,Yavapai County,-40%,-15%,+6%,-27%,-38%,+9%
2020-03-29,US,United States,Arizona,Yuma County,-45%,-21%,-17%,-53%,-27%,+10%
2020-03-29,US,United States,Nebraska,Adams County,-24%,-14%,n/a,n/a,-18%,+13%
2020-03-29,US,United States,Nebraska,Box Butte County,-20%,-7%,n/a,n/a,-14%,n/a
2020-03-29,US,United States,Nebraska,Buffalo County,-39%,-16%,n/a,-3%,-28%,+17%
2020-03-29,US,United States,Nebraska,Burt County,-58%,n/a,n/a,n/a,-18%,n/a
2020-03-29,US,United States,Nebraska,Butler County,-53%,n/a,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Nebraska,Cass County,-33%,n/a,-63%,n/a,-28%,+12%
2020-03-29,US,United States,Nebraska,Cedar County,n/a,n/a,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Nebraska,Cherry County,-70%,n/a,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Nebraska,Cheyenne County,-21%,-20%,n/a,-1%,-26%,n/a
2020-03-29,US,United States,Nebraska,Clay County,n/a,n/a,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Nebraska,Colfax County,-52%,-10%,n/a,n/a,-6%,n/a
2020-03-29,US,United States,Nebraska,Cuming County,-29%,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Nebraska,Custer County,-33%,-14%,n/a,n/a,-14%,n/a
2020-03-29,US,United States,Nebraska,Dakota County,-10%,+7%,n/a,n/a,-23%,+1%
2020-03-29,US,United States,Nebraska,Dawes County,-26%,n/a,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Nebraska,Dawson County,-19%,+3%,n/a,n/a,-12%,-2%
2020-03-29,US,United States,Nebraska,Deuel County,n/a,n/a,n/a,-5%,n/a,n/a
2020-03-29,US,United States,Nebraska,Dixon County,n/a,n/a,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Nebraska,Dodge County,-21%,-5%,n/a,-2%,-22%,+13%
2020-03-29,US,United States,Nebraska,Douglas County,-41%,-7%,+55%,-38%,-30%,+9%
2020-03-29,US,United States,Nebraska,Fillmore County,n/a,n/a,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Nebraska,Gage County,-22%,+6%,n/a,n/a,-21%,+1%
2020-03-29,US,United States,Nebraska,Hall County,-35%,-20%,n/a,-15%,-26%,+12%
2020-03-29,US,United States,Nebraska,Hamilton County,-58%,n/a,n/a,-6%,-22%,n/a
2020-03-29,US,United States,Nebraska,Holt County,-20%,+6%,n/a,n/a,-9%,n/a
2020-03-29,US,United States,Nebraska,Howard County,n/a,n/a,n/a,n/a,-21%,n/a
2020-03-29,US,United States,Nebraska,Jefferson County,-13%,n/a,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Nebraska,Kearney County,n/a,n/a,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Nebraska,Keith County,-31%,-20%,n/a,+14%,-26%,n/a
2020-03-29,US,United States,Nebraska,Kimball County,n/a,n/a,n/a,n/a,-41%,n/a
2020-03-29,US,United States,Nebraska,Knox County,n/a,n/a,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Nebraska,Lancaster County,-39%,-19%,+156%,-18%,-26%,+8%
2020-03-29,US,United States,Nebraska,Lincoln County,-29%,-4%,n/a,-8%,-14%,+14%
2020-03-29,US,United States,Nebraska,Madison County,-38%,-7%,n/a,n/a,-17%,+14%
2020-03-29,US,United States,Nebraska,Merrick County,-55%,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Nebraska,Morrill County,n/a,n/a,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Nebraska,Nemaha County,-56%,n/a,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Nebraska,Otoe County,-8%,+3%,n/a,n/a,-16%,n/a
2020-03-29,US,United States,Nebraska,Phelps County,-20%,-8%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Nebraska,Pierce County,n/a,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Nebraska,Platte County,-34%,-2%,n/a,-16%,-17%,+15%
2020-03-29,US,United States,Nebraska,Polk County,n/a,n/a,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Nebraska,Red Willow County,-16%,n/a,n/a,n/a,-18%,n/a
2020-03-29,US,United States,Nebraska,Richardson County,-24%,-2%,n/a,n/a,-13%,n/a
2020-03-29,US,United States,Nebraska,Saline County,-17%,-10%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Nebraska,Sarpy County,-36%,-15%,+191%,+23%,-30%,+9%
2020-03-29,US,United States,Nebraska,Saunders County,-29%,+18%,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Nebraska,Scotts Bluff County,-25%,-3%,n/a,n/a,-18%,+14%
2020-03-29,US,United States,Nebraska,Seward County,-29%,n/a,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Nebraska,Stanton County,n/a,n/a,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Nebraska,Thayer County,n/a,n/a,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Nebraska,Thurston County,n/a,n/a,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Nebraska,Washington County,-18%,-9%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Nebraska,Wayne County,-53%,n/a,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Nebraska,York County,-39%,n/a,n/a,-12%,-31%,n/a
2020-03-29,US,United States,Ohio,Adams County,-25%,-4%,n/a,n/a,-22%,-2%
2020-03-29,US,United States,Ohio,Allen County,-48%,-25%,+13%,-31%,-29%,+10%
2020-03-29,US,United States,Ohio,Ashland County,-38%,-12%,n/a,n/a,-28%,+19%
2020-03-29,US,United States,Ohio,Ashtabula County,-28%,-11%,-1%,-23%,-22%,+8%
2020-03-29,US,United States,Ohio,Athens County,-50%,-20%,n/a,n/a,-44%,+20%
2020-03-29,US,United States,Ohio,Auglaize County,-49%,-19%,n/a,n/a,-27%,+23%
2020-03-29,US,United States,Ohio,Belmont County,-37%,-7%,n/a,-28%,-27%,+18%
2020-03-29,US,United States,Ohio,Brown County,-30%,-17%,n/a,n/a,-25%,+19%
2020-03-29,US,United States,Ohio,Butler County,-45%,-20%,+136%,-6%,-35%,+10%
2020-03-29,US,United States,Ohio,Carroll County,-32%,-14%,n/a,n/a,-32%,+0%
2020-03-29,US,United States,Ohio,Champaign County,-34%,-15%,n/a,n/a,-33%,+22%
2020-03-29,US,United States,Ohio,Clark County,-33%,-20%,n/a,-19%,-34%,+9%
2020-03-29,US,United States,Ohio,Clermont County,-40%,-22%,+126%,n/a,-37%,+10%
2020-03-29,US,United States,Ohio,Clinton County,-40%,-11%,n/a,+30%,-34%,+22%
2020-03-29,US,United States,Ohio,Columbiana County,-29%,-6%,n/a,n/a,-31%,+8%
2020-03-29,US,United States,Ohio,Coshocton County,-26%,-5%,n/a,n/a,-27%,+15%
2020-03-29,US,United States,Ohio,Crawford County,-32%,-20%,n/a,n/a,-38%,+19%
2020-03-29,US,United States,Ohio,Cuyahoga County,-48%,-20%,+137%,-47%,-36%,+10%
2020-03-29,US,United States,Ohio,Darke County,-30%,-11%,n/a,n/a,-28%,+20%
2020-03-29,US,United States,Ohio,Defiance County,-47%,-31%,n/a,n/a,-33%,+23%
2020-03-29,US,United States,Ohio,Delaware County,-59%,-33%,+171%,-32%,-43%,+12%
2020-03-29,US,United States,Ohio,Erie County,-47%,-22%,+2%,n/a,-44%,+15%
2020-03-29,US,United States,Ohio,Fairfield County,-44%,-18%,+61%,n/a,-36%,+10%
2020-03-29,US,United States,Ohio,Fayette County,-40%,-25%,n/a,-20%,-26%,+9%
2020-03-29,US,United States,Ohio,Franklin County,-46%,-22%,+106%,-47%,-40%,+11%
2020-03-29,US,United States,Ohio,Fulton County,-42%,-20%,n/a,-38%,-34%,+24%
2020-03-29,US,United States,Ohio,Gallia County,-25%,-17%,n/a,+2%,-22%,n/a
2020-03-29,US,United States,Ohio,Geauga County,-37%,-23%,+10%,n/a,-36%,+23%
2020-03-29,US,United States,Ohio,Greene County,-48%,-21%,+113%,n/a,-42%,+11%
2020-03-29,US,United States,Ohio,Guernsey County,-31%,-25%,n/a,-20%,-25%,+15%
2020-03-29,US,United States,Ohio,Hamilton County,-45%,-18%,+139%,-16%,-37%,+10%
2020-03-29,US,United States,Ohio,Hancock County,-51%,-30%,n/a,-28%,-45%,+25%
2020-03-29,US,United States,Ohio,Hardin County,-26%,-10%,n/a,n/a,-32%,+13%
2020-03-29,US,United States,Ohio,Harrison County,-28%,+2%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Ohio,Henry County,-38%,-18%,n/a,-26%,-29%,+13%
2020-03-29,US,United States,Ohio,Highland County,-15%,-9%,n/a,n/a,-30%,+19%
2020-03-29,US,United States,Ohio,Hocking County,-30%,+3%,+25%,n/a,-31%,-3%
2020-03-29,US,United States,Ohio,Holmes County,-26%,-18%,n/a,n/a,-24%,-1%
2020-03-29,US,United States,Ohio,Huron County,-41%,-16%,n/a,n/a,-36%,+19%
2020-03-29,US,United States,Ohio,Jackson County,-22%,-9%,n/a,-22%,-22%,-1%
2020-03-29,US,United States,Ohio,Jefferson County,-26%,-18%,n/a,-15%,-27%,+15%
2020-03-29,US,United States,Ohio,Knox County,-28%,-15%,n/a,n/a,-33%,+20%
2020-03-29,US,United States,Ohio,Lake County,-47%,-22%,+146%,-43%,-32%,+10%
2020-03-29,US,United States,Ohio,Lawrence County,-26%,-14%,n/a,n/a,-25%,+16%
2020-03-29,US,United States,Ohio,Licking County,-35%,-18%,+39%,-24%,-32%,+9%
2020-03-29,US,United States,Ohio,Logan County,-32%,+4%,n/a,n/a,-41%,+26%
2020-03-29,US,United States,Ohio,Lorain County,-42%,-15%,-8%,-60%,-35%,+10%
2020-03-29,US,United States,Ohio,Lucas County,-52%,-25%,+78%,-21%,-35%,+10%
2020-03-29,US,United States,Ohio,Madison County,-28%,-12%,n/a,-16%,-38%,+22%
2020-03-29,US,United States,Ohio,Mahoning County,-42%,-17%,-25%,-24%,-36%,+9%
2020-03-29,US,United States,Ohio,Marion County,-39%,-19%,n/a,n/a,-35%,+19%
2020-03-29,US,United States,Ohio,Medina County,-45%,-19%,n/a,-26%,-37%,+11%
2020-03-29,US,United States,Ohio,Meigs County,-31%,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Ohio,Mercer County,-44%,-16%,n/a,n/a,-30%,+24%
2020-03-29,US,United States,Ohio,Miami County,-39%,-20%,-7%,n/a,-32%,+10%
2020-03-29,US,United States,Ohio,Monroe County,-46%,-17%,n/a,n/a,-38%,n/a
2020-03-29,US,United States,Ohio,Montgomery County,-44%,-16%,+104%,-32%,-36%,+10%
2020-03-29,US,United States,Ohio,Morgan County,-42%,+0%,n/a,n/a,-39%,n/a
2020-03-29,US,United States,Ohio,Morrow County,-36%,-13%,n/a,-35%,-29%,+20%
2020-03-29,US,United States,Ohio,Muskingum County,-37%,-22%,n/a,-22%,-26%,+7%
2020-03-29,US,United States,Ohio,Noble County,-55%,-15%,n/a,-24%,-33%,n/a
2020-03-29,US,United States,Ohio,Ottawa County,-30%,-2%,n/a,n/a,-27%,+21%
2020-03-29,US,United States,Ohio,Paulding County,-51%,-7%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Ohio,Perry County,-10%,-5%,n/a,n/a,-20%,+10%
2020-03-29,US,United States,Ohio,Pickaway County,-27%,-12%,n/a,-8%,-28%,+20%
2020-03-29,US,United States,Ohio,Pike County,-31%,-15%,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Ohio,Portage County,-41%,-14%,+26%,-43%,-35%,+10%
2020-03-29,US,United States,Ohio,Preble County,-30%,-22%,n/a,-18%,-32%,+22%
2020-03-29,US,United States,Ohio,Putnam County,-41%,-8%,n/a,n/a,-34%,+16%
2020-03-29,US,United States,Ohio,Richland County,-50%,-23%,n/a,-25%,-33%,+9%
2020-03-29,US,United States,Ohio,Ross County,-37%,-10%,-28%,-7%,-28%,+17%
2020-03-29,US,United States,Ohio,Sandusky County,-43%,-16%,n/a,-47%,-30%,+22%
2020-03-29,US,United States,Ohio,Scioto County,-29%,-18%,n/a,n/a,-20%,+15%
2020-03-29,US,United States,Ohio,Seneca County,-35%,-19%,n/a,n/a,-37%,+23%
2020-03-29,US,United States,Ohio,Shelby County,-27%,-29%,n/a,-22%,-31%,+23%
2020-03-29,US,United States,Ohio,Stark County,-40%,-18%,+167%,+10%,-32%,+9%
2020-03-29,US,United States,Ohio,Summit County,-42%,-17%,+139%,-24%,-36%,+10%
2020-03-29,US,United States,Ohio,Trumbull County,-36%,-9%,+80%,-12%,-30%,+8%
2020-03-29,US,United States,Ohio,Tuscarawas County,-31%,-12%,n/a,n/a,-31%,+8%
2020-03-29,US,United States,Ohio,Union County,-46%,-22%,n/a,n/a,-35%,+30%
2020-03-29,US,United States,Ohio,Van Wert County,-39%,-25%,n/a,n/a,-27%,+19%
2020-03-29,US,United States,Ohio,Vinton County,-56%,+2%,n/a,n/a,-35%,n/a
2020-03-29,US,United States,Ohio,Warren County,-47%,-17%,+23%,-21%,-40%,+11%
2020-03-29,US,United States,Ohio,Washington County,-41%,-18%,n/a,n/a,-34%,+19%
2020-03-29,US,United States,Ohio,Wayne County,-43%,-18%,n/a,-33%,-32%,+10%
2020-03-29,US,United States,Ohio,Williams County,-38%,-20%,n/a,-42%,-38%,+23%
2020-03-29,US,United States,Ohio,Wood County,-51%,-37%,-7%,-23%,-36%,+11%
2020-03-29,US,United States,Ohio,Wyandot County,-41%,-5%,n/a,-21%,-45%,+6%
2020-03-29,US,United States,Indiana,Adams County,-43%,-25%,n/a,n/a,-33%,+8%
2020-03-29,US,United States,Indiana,Allen County,-54%,-36%,+13%,-44%,-39%,+12%
2020-03-29,US,United States,Indiana,Bartholomew County,-49%,-30%,+10%,-28%,-45%,+26%
2020-03-29,US,United States,Indiana,Benton County,n/a,n/a,n/a,n/a,-42%,n/a
2020-03-29,US,United States,Indiana,Blackford County,-51%,-17%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Indiana,Boone County,-51%,-28%,n/a,-19%,-39%,+26%
2020-03-29,US,United States,Indiana,Brown County,-68%,-4%,n/a,n/a,-37%,n/a
2020-03-29,US,United States,Indiana,Carroll County,-52%,-14%,n/a,n/a,-38%,n/a
2020-03-29,US,United States,Indiana,Cass County,-38%,-17%,n/a,n/a,-34%,+18%
2020-03-29,US,United States,Indiana,Clark County,-48%,-10%,+64%,-14%,-36%,+10%
2020-03-29,US,United States,Indiana,Clay County,-33%,-35%,n/a,-21%,-32%,-1%
2020-03-29,US,United States,Indiana,Clinton County,-36%,-30%,n/a,n/a,-30%,+19%
2020-03-29,US,United States,Indiana,Crawford County,-58%,-16%,n/a,-38%,-36%,n/a
2020-03-29,US,United States,Indiana,Daviess County,-40%,-5%,n/a,n/a,-25%,+8%
2020-03-29,US,United States,Indiana,DeKalb County,-50%,-18%,n/a,n/a,-34%,+22%
2020-03-29,US,United States,Indiana,Dearborn County,-35%,-11%,n/a,n/a,-42%,+22%
2020-03-29,US,United States,Indiana,Decatur County,-45%,-26%,n/a,-35%,-43%,+11%
2020-03-29,US,United States,Indiana,Delaware County,-52%,-28%,n/a,+1%,-36%,+10%
2020-03-29,US,United States,Indiana,Dubois County,-40%,-19%,n/a,n/a,-29%,+21%
2020-03-29,US,United States,Indiana,Elkhart County,-43%,-35%,+18%,-19%,-35%,+10%
2020-03-29,US,United States,Indiana,Fayette County,-32%,-21%,n/a,n/a,-35%,+6%
2020-03-29,US,United States,Indiana,Floyd County,-39%,-21%,n/a,n/a,-38%,+21%
2020-03-29,US,United States,Indiana,Fountain County,-65%,-10%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Indiana,Franklin County,-38%,-28%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Indiana,Fulton County,-33%,-19%,n/a,-54%,-31%,n/a
2020-03-29,US,United States,Indiana,Gibson County,-35%,-19%,n/a,-29%,-29%,+11%
2020-03-29,US,United States,Indiana,Grant County,-46%,-17%,n/a,-13%,-22%,+17%
2020-03-29,US,United States,Indiana,Greene County,-33%,-23%,n/a,n/a,-29%,+5%
2020-03-29,US,United States,Indiana,Hamilton County,-58%,-31%,+38%,n/a,-47%,+13%
2020-03-29,US,United States,Indiana,Hancock County,-46%,+9%,n/a,-12%,-38%,+24%
2020-03-29,US,United States,Indiana,Harrison County,-44%,-8%,n/a,n/a,-30%,+20%
2020-03-29,US,United States,Indiana,Hendricks County,-47%,-26%,-13%,-19%,-39%,+12%
2020-03-29,US,United States,Indiana,Henry County,-32%,-19%,n/a,-28%,-31%,+21%
2020-03-29,US,United States,Indiana,Howard County,-56%,-36%,n/a,n/a,-47%,+14%
2020-03-29,US,United States,Indiana,Huntington County,-47%,-29%,n/a,-46%,-34%,+21%
2020-03-29,US,United States,Indiana,Jackson County,-24%,-55%,n/a,-6%,-41%,+22%
2020-03-29,US,United States,Indiana,Jasper County,-44%,-24%,n/a,-22%,-33%,+15%
2020-03-29,US,United States,Indiana,Jay County,-40%,-35%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Indiana,Jefferson County,-37%,-1%,n/a,n/a,-23%,+14%
2020-03-29,US,United States,Indiana,Jennings County,-26%,-11%,n/a,n/a,-37%,+12%
2020-03-29,US,United States,Indiana,Johnson County,-51%,-22%,-5%,-24%,-37%,+11%
2020-03-29,US,United States,Indiana,Knox County,-44%,-15%,n/a,n/a,-31%,+14%
2020-03-29,US,United States,Indiana,Kosciusko County,-52%,-24%,n/a,n/a,-33%,+23%
2020-03-29,US,United States,Indiana,LaGrange County,-70%,-25%,-46%,-32%,-36%,+9%
2020-03-29,US,United States,Indiana,LaPorte County,-49%,-24%,-23%,-43%,-32%,+10%
2020-03-29,US,United States,Indiana,Lake County,-52%,-27%,-18%,-25%,-38%,+13%
2020-03-29,US,United States,Indiana,Lawrence County,-41%,-23%,n/a,n/a,-34%,+17%
2020-03-29,US,United States,Indiana,Madison County,-44%,-12%,n/a,-27%,-35%,+10%
2020-03-29,US,United States,Indiana,Marion County,-52%,-27%,+17%,-49%,-38%,+11%
2020-03-29,US,United States,Indiana,Marshall County,-48%,-19%,n/a,-26%,-25%,+21%
2020-03-29,US,United States,Indiana,Martin County,-40%,-4%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Indiana,Miami County,-43%,-27%,n/a,n/a,-39%,+16%
2020-03-29,US,United States,Indiana,Monroe County,-53%,-33%,+39%,-40%,-42%,+12%
2020-03-29,US,United States,Indiana,Montgomery County,-40%,-25%,n/a,-35%,-31%,+16%
2020-03-29,US,United States,Indiana,Morgan County,-39%,-12%,n/a,n/a,-32%,+20%
2020-03-29,US,United States,Indiana,Newton County,-45%,n/a,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Indiana,Noble County,-42%,-26%,n/a,n/a,-42%,+23%
2020-03-29,US,United States,Indiana,Ohio County,n/a,n/a,n/a,n/a,-53%,n/a
2020-03-29,US,United States,Indiana,Orange County,-41%,-19%,n/a,n/a,-45%,n/a
2020-03-29,US,United States,Indiana,Owen County,-30%,-21%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Indiana,Parke County,-44%,-2%,n/a,n/a,-37%,n/a
2020-03-29,US,United States,Indiana,Perry County,-59%,-4%,n/a,n/a,-45%,n/a
2020-03-29,US,United States,Indiana,Pike County,-54%,-7%,n/a,n/a,-39%,n/a
2020-03-29,US,United States,Indiana,Porter County,-54%,-28%,+20%,-39%,-34%,+13%
2020-03-29,US,United States,Indiana,Posey County,-25%,+6%,n/a,n/a,-22%,-1%
2020-03-29,US,United States,Indiana,Pulaski County,-33%,-23%,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Indiana,Putnam County,-45%,-31%,n/a,n/a,-26%,+11%
2020-03-29,US,United States,Indiana,Randolph County,-24%,-14%,n/a,n/a,-28%,+8%
2020-03-29,US,United States,Indiana,Ripley County,-46%,-18%,n/a,n/a,-27%,+0%
2020-03-29,US,United States,Indiana,Rush County,-44%,-11%,n/a,n/a,-35%,n/a
2020-03-29,US,United States,Indiana,Scott County,-30%,-8%,n/a,n/a,-33%,+3%
2020-03-29,US,United States,Indiana,Shelby County,-46%,-18%,n/a,-43%,-32%,+21%
2020-03-29,US,United States,Indiana,Spencer County,-45%,+15%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Indiana,St. Joseph County,-53%,-26%,-17%,-37%,-35%,+11%
2020-03-29,US,United States,Indiana,Starke County,-50%,-10%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Indiana,Steuben County,-49%,-32%,n/a,-29%,-37%,+19%
2020-03-29,US,United States,Indiana,Sullivan County,-38%,-17%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Indiana,Switzerland County,n/a,-34%,n/a,n/a,-44%,n/a
